Orthogroup	Dmel	Dmir	Dpse	Dsub	Dvir	Dwil
OG0004338	Capa	Dmir_LOC108157471	Dpse_LOC4800261	XP_034661134.1	Dvir_XP_002055942.1	Dwil_XP_023035939.1
OG0004339	CG15020	Dmir_LOC108152771	Dpse_LOC4812026	XP_034656037.1	Dvir_XP_002046088.1	Dwil_XP_002062582.2
OG0004340	Or43a	Dmir_LOC108158287	Dpse_LOC4803481	XP_034651160.1	Dvir_XP_002048894.1	Dwil_XP_002063190.1
OG0004341	Gprk2	Dmir_LOC108155750	Dpse_LOC4800727	XP_034663632.1	Dvir_XP_002054223.1	Dwil_XP_002072270.1
OG0004342	CG5577	Dmir_LOC108151255	Dpse_LOC4813181	XP_034656163.1	Dvir_XP_002048400.1	Dwil_XP_002068122.1
OG0004343	Esyt2	Dmir_LOC108157270	Dpse_LOC4803323	XP_034661245.1	Dvir_XP_015027177.1	Dwil_XP_023036014.1
OG0004344	Rab35	Dmir_LOC108164566	Dpse_LOC4814496	XP_034670985.1	Dvir_XP_002055643.1	Dwil_XP_002067275.1
OG0004345	Cdk8	Dmir_LOC108151328	Dpse_LOC6900100	XP_034658613.1	Dvir_XP_002047751.1	Dwil_XP_002068987.1
OG0004346	Ugt304A1	Dmir_LOC108155941	Dpse_LOC4803131	XP_034663183.1	Dvir_XP_002053426.2	Dwil_XP_023036444.1
OG0004347	CG43896	Dmir_LOC108151001	Dpse_LOC6900418	XP_034657836.1	Dvir_XP_032291196.1	Dwil_XP_023035956.1
OG0004348	CG44286	Dmir_LOC108158367, Dmir_LOC117192914	Dpse_LOC117183736	XP_034650414.1, XP_034651773.1		
OG0004349	CG4557	Dmir_LOC108154030	Dpse_LOC4816076	XP_034663603.1	Dvir_XP_002057070.1	Dwil_XP_023030943.1
OG0004350	AstA	Dmir_LOC108155957	Dpse_LOC4800436	XP_034660451.1	Dvir_XP_002053026.1	Dwil_XP_002073260.1
OG0004351	CG32548	Dmir_LOC108165145	Dpse_LOC6901022	XP_034668253.1	Dvir_XP_002059059.2	Dwil_XP_023035004.1
OG0004352	CG9743	Dmir_LOC108155893	Dpse_LOC4800404	XP_034660101.1	Dvir_XP_002056102.2	Dwil_XP_015032121.1
OG0004353	omd	Dmir_LOC108156322	Dpse_LOC4802012	XP_034665764.1	Dvir_XP_002053863.1	Dwil_XP_002073105.1
OG0004354	CG31473	Dmir_LOC108157291	Dpse_LOC4802984	XP_034662879.1	Dvir_XP_002056455.2	Dwil_XP_002070388.1
OG0004355	Rpn9	Dmir_LOC108156529	Dpse_LOC4800576	XP_034663778.1	Dvir_XP_002054821.1	Dwil_XP_002072302.1
OG0004356	mtm	Dmir_LOC108163469	Dpse_LOC4817894	XP_034668485.1	Dvir_XP_002051394.1	Dwil_XP_002065344.1
OG0004357	Nepl3, Nepl6, Nepl8			XP_034666742.1	Dvir_XP_015028845.1	Dwil_XP_015033902.1
OG0004358	CG10357	Dmir_LOC108151631	Dpse_LOC4812147	XP_034655308.1	Dvir_XP_002046579.2	Dwil_XP_002068529.3
OG0004359	CG14947	Dmir_LOC108163985	Dpse_LOC4817732	XP_034666973.1	Dvir_XP_015028333.1	Dwil_XP_002069224.3
OG0004360	GATAd	Dmir_LOC108161250	Dpse_LOC4811654	XP_034667667.1	Dvir_XP_002057420.1	Dwil_XP_023037232.1
OG0004361	tadr	Dmir_LOC108164188	Dpse_LOC4818197	XP_034666174.1	Dvir_XP_002052053.3	Dwil_XP_002066887.3
OG0004362	CG4465	Dmir_LOC108154391	Dpse_LOC4803080	XP_034661278.1	Dvir_XP_002056529.1	Dwil_XP_002072363.3
OG0004363	NANS	Dmir_LOC108156913	Dpse_LOC4800832	XP_034662679.1	Dvir_XP_032295214.1	Dwil_XP_002073998.1
OG0004364	Cip4	Dmir_LOC108152427	Dpse_LOC4812811	XP_034655901.1	Dvir_XP_002047362.3	Dwil_XP_023033151.1
OG0004365	Vlet	Dmir_LOC108154429	Dpse_LOC4815826	XP_034655199.1	Dvir_XP_032296452.1	Dwil_XP_002071310.3
OG0004366	RpL24-like	Dmir_LOC108155412	Dpse_LOC4803195	XP_034663587.1	Dvir_XP_002053275.1	Dwil_XP_002069950.1
OG0004367	Sk2	Dmir_LOC108151324	Dpse_LOC4812196	XP_034658609.1	Dvir_XP_002047754.1	Dwil_XP_002068984.1
OG0004368	Non3	Dmir_LOC108155455	Dpse_LOC4803191	XP_034663579.1	Dvir_XP_002054906.1	Dwil_XP_002072329.1
OG0004369	KaiR1D	Dmir_LOC108156713	Dpse_LOC4801547	XP_034664198.1	Dvir_XP_002054136.1	Dwil_XP_002072149.1
OG0004370	CG10014	Dmir_LOC108157851	Dpse_LOC4802607	XP_034663406.1	Dvir_XP_032289839.1	Dwil_XP_002069508.2
OG0004371	Gr61a	Dmir_LOC108151841	Dpse_LOC4813310	XP_034656087.1	Dvir_XP_032290825.1	Dwil_XP_002062464.1
OG0004372	CG6310	Dmir_LOC108151743	Dpse_LOC6900848	XP_034657272.1	Dvir_XP_002047808.1	Dwil_XP_002067923.1
OG0004373	Ipk2	Dmir_LOC108162765	Dpse_LOC4817122	XP_034666407.1	Dvir_XP_002052855.1	Dwil_XP_002066710.2
OG0004374	CG3655	Dmir_LOC108152386	Dpse_LOC4815429	XP_034652999.1	Dvir_XP_032295633.1	Dwil_XP_002067318.3
OG0004375	CG7653	Dmir_LOC108163963	Dpse_LOC4816294	XP_034668417.1		Dwil_XP_023032408.1, Dwil_XP_023032446.1
OG0004376	CG33017	Dmir_LOC108157973, Dmir_LOC108159143	Dpse_LOC6898256	XP_034652524.1		Dwil_XP_023033654.1
OG0004377	CG5727	Dmir_LOC117189013	Dpse_LOC4811667	XP_034666509.1	Dvir_XP_002052416.1	Dwil_XP_023037234.1
OG0004378	ppk28	Dmir_LOC108158022	Dpse_LOC4815891	XP_034656505.1	Dvir_XP_002055348.2	Dwil_XP_002071001.1
OG0004379	Oamb	Dmir_LOC108157545	Dpse_LOC13036427	XP_034661867.1	Dvir_XP_032295005.1	Dwil_XP_023035509.1
OG0004380	CG33640	Dmir_LOC108162877	Dpse_LOC6903433	XP_034670247.1	Dvir_XP_002051236.2	Dwil_XP_002065094.2
OG0004381	SmydA-6	Dmir_LOC108159222	Dpse_LOC4804466	XP_034654045.1	Dvir_XP_002049318.1	Dwil_XP_002068740.1
OG0004382	CG6836	Dmir_LOC108153493	Dpse_LOC4812626	XP_034657973.1	Dvir_XP_002047579.1	Dwil_XP_002068160.1
OG0004383	Cht8	Dmir_LOC108158858	Dpse_LOC6898988	XP_034651437.1	Dvir_XP_002050959.2	Dwil_XP_002074824.1
OG0004384	CG32196	Dmir_LOC108153031	Dpse_LOC4813554	XP_034657748.1	Dvir_XP_015030467.1	Dwil_XP_002067939.1
OG0004385	CG12990	Dmir_LOC108165107	Dpse_LOC4815556	XP_034671969.1	Dvir_XP_032296387.1	Dwil_XP_002067408.2
OG0004386	Atu	Dmir_LOC108154741	Dpse_LOC6897436	XP_034665672.1	Dvir_XP_002056616.1	Dwil_XP_002073044.1
OG0004387	CG31342	Dmir_LOC108154168	Dpse_LOC6897183	XP_034659965.1	Dvir_XP_002056203.2	Dwil_XP_002070746.1
OG0004388	mRRF2	Dmir_LOC108155075	Dpse_LOC4800702	XP_034664370.1	Dvir_XP_002056265.2	Dwil_XP_002069926.1
OG0004389	mi	Dmir_LOC108159219	Dpse_LOC4804469	XP_034654037.1	Dvir_XP_002050839.1	Dwil_XP_002074655.1
OG0004390	Lst8	Dmir_LOC108159003	Dpse_LOC4815233	XP_034671271.1	Dvir_XP_002055636.1	Dwil_XP_002070967.2
OG0004391	CG10064	Dmir_LOC108152291	Dpse_LOC4813995	XP_034657831.1	Dvir_XP_002046859.2	Dwil_XP_002061808.1
OG0004392	CG15458	Dmir_LOC108153213	Dpse_LOC4815960	XP_034656830.1	Dvir_XP_002058162.1	Dwil_XP_002064398.1
OG0004393	CG45002	Dmir_LOC108164880	Dpse_LOC6901200	XP_034662101.1	Dvir_XP_002055619.3	Dwil_XP_002071251.3
OG0004394	CG8136	Dmir_LOC108155016	Dpse_LOC6897887	XP_034663612.1	Dvir_XP_002054677.1	Dwil_XP_002069984.1
OG0004395	CG10669	Dmir_LOC108156934	Dpse_LOC6897568	XP_034659829.1	Dvir_XP_002053195.1	Dwil_XP_023035897.1
OG0004396	Oseg5	Dmir_LOC108161478	Dpse_LOC4817448	XP_034668747.1	Dvir_XP_032293951.1	Dwil_XP_023031596.1
OG0004397	CG15212	Dmir_LOC108151072	Dpse_LOC4814053	XP_034658130.1	Dvir_XP_002046931.1	Dwil_XP_002065732.1
OG0004398	Cdk4	Dmir_LOC108158559	Dpse_LOC4803571	XP_034653109.1	Dvir_XP_032291968.1	Dwil_XP_002062797.2
OG0004399	CG9107	Dmir_LOC108164015	Dpse_LOC4818010	XP_034668558.1	Dvir_XP_002051391.1	Dwil_XP_002065347.1
OG0004400	CG15142	Dmir_LOC108162319	Dpse_LOC4817677	XP_034668123.1	Dvir_XP_002052701.1	Dwil_XP_002066313.1
OG0004401	CG3505	Dmir_LOC108156100	Dpse_LOC4801362	XP_034665347.1	Dvir_XP_015027629.1	Dwil_XP_002074071.1
OG0004402	Ugalt	Dmir_LOC108159233	Dpse_LOC4815007	XP_034671245.1	Dvir_XP_002055016.1	Dwil_XP_002064246.1
OG0004403	Abl	Dmir_LOC108152128	Dpse_LOC4812679	XP_034656762.1	Dvir_XP_032291382.1	Dwil_XP_023032004.1
OG0004404	CG17834	Dmir_LOC108163062	Dpse_LOC4817988	XP_034666466.1	Dvir_XP_015028676.1	Dwil_XP_023033952.1
OG0004405	Ir94g	Dmir_LOC108154035	Dpse_LOC4800547	XP_034665405.1	Dvir_XP_002054485.2	Dwil_XP_002072910.2
OG0004406	Hr39	Dmir_LOC108163509	Dpse_LOC4816657	XP_034666351.1	Dvir_XP_032293765.1	Dwil_XP_002069397.1
OG0004407	cv-c	Dmir_LOC108155215	Dpse_LOC4801949	XP_034665156.1	Dvir_XP_015027686.1	Dwil_XP_015032908.1
OG0004408	CG5756	Dmir_LOC108157988	Dpse_LOC6898371	XP_034653991.1	Dvir_XP_032291707.1	Dwil_XP_002066220.2
OG0004409	CG17119	Dmir_LOC108154195	Dpse_LOC6896960	XP_034660940.1	Dvir_XP_032289357.1	Dwil_XP_002072644.2
OG0004410	rdo	Dmir_LOC108162393	Dpse_LOC4817659	XP_034666048.1	Dvir_XP_015028524.1	Dwil_XP_002066293.2
OG0004411	pon	Dmir_LOC108164782	Dpse_LOC6901801	XP_034670343.1	Dvir_XP_032296425.1	Dwil_XP_002067498.1
OG0004412	CG15731	Dmir_LOC108165263	Dpse_LOC6902012	XP_034672003.1	Dvir_XP_032296589.1	Dwil_XP_023032827.1
OG0004413	CG43340	Dmir_LOC108158090	Dpse_LOC4804900	XP_034654708.1	Dvir_XP_032292180.1	Dwil_XP_023030905.1
OG0004414	CG11151	Dmir_LOC108161011	Dpse_LOC4814740	XP_034672062.1	Dvir_XP_002055469.1	Dwil_XP_023034845.1
OG0004415	bgm	Dmir_LOC108162215	Dpse_LOC4816403	XP_034666158.1	Dvir_XP_002057501.1	Dwil_XP_002064766.1
OG0004416	CG31431	Dmir_LOC108156224	Dpse_LOC4800975	XP_034665798.1	Dvir_XP_002054196.2	Dwil_XP_002073670.3
OG0004417	CG30403	Dmir_LOC108160906	Dpse_LOC6898827	XP_034653796.1	Dvir_XP_002049714.1	Dwil_XP_002063907.1
OG0004418	Cln7	Dmir_LOC108152063	Dpse_LOC6900083	XP_034655760.1	Dvir_XP_002046876.1	Dwil_XP_002062414.1
OG0004419	Plekhm1	Dmir_LOC108159520	Dpse_LOC4805711	XP_034653755.1	Dvir_XP_002049903.1	Dwil_XP_002063451.1
OG0004420	CG13062	Dmir_LOC108151304	Dpse_LOC6900018	XP_034657539.1	Dvir_XP_002046216.2	Dwil_XP_002062629.1
OG0004421	CG31741	Dmir_LOC108164226	Dpse_LOC4817657	XP_034666055.1	Dvir_XP_002052722.1	Dwil_XP_002066289.1
OG0004422	CG4854	Dmir_LOC108155535	Dpse_LOC4803069	XP_034661095.1	Dvir_XP_002056542.1	Dwil_XP_002072353.2
OG0004423	CG9541	Dmir_LOC108164279	Dpse_LOC4816124	XP_034667922.1	Dvir_XP_032293808.1	Dwil_XP_023031484.1
OG0004424	babos	Dmir_LOC108160129	Dpse_LOC4805207	XP_034650277.1	Dvir_XP_002050907.1	Dwil_XP_002061268.2
OG0004425	RSG7	Dmir_LOC108151682	Dpse_LOC4814198	XP_034663477.1	Dvir_XP_032295440.1	Dwil_XP_023035087.1
OG0004426	CG34015	Dmir_LOC108163042	Dpse_LOC6902988	XP_034669981.1	Dvir_XP_002048381.1	Dwil_XP_002068042.1
OG0004427	CG9248	Dmir_LOC108162667	Dpse_LOC4818185	XP_034666003.1	Dvir_XP_002059238.1	Dwil_XP_002069279.1
OG0004428	CG15370	Dmir_LOC108165520	Dpse_LOC4814649	XP_034671115.1	Dvir_XP_002055412.1	Dwil_XP_023035284.1
OG0004429	sad	Dmir_LOC108156856	Dpse_LOC4802798	XP_034661880.1	Dvir_XP_002053331.1	Dwil_XP_002074114.1
OG0004430	Sf3b6	Dmir_LOC108165498	Dpse_LOC4814173	XP_034658677.1	Dvir_XP_002047306.1	Dwil_XP_002061921.1
OG0004431	CG31760	Dmir_LOC108163703	Dpse_LOC4817323	XP_034666491.1	Dvir_XP_032294616.1	Dwil_XP_023031512.1
OG0004432	IntS2	Dmir_LOC108152937	Dpse_LOC4815640	XP_034658558.1	Dvir_XP_002058166.1	Dwil_XP_002067406.3
OG0004433	fa2h	Dmir_LOC108160556	Dpse_LOC6898392	XP_034651484.1	Dvir_XP_002049795.1	Dwil_XP_023037834.1
OG0004434	CG34316	Dmir_LOC108155155	Dpse_LOC6897917	XP_034664985.1	Dvir_XP_002053708.1	Dwil_XP_002074137.1
OG0004435	CG14106	Dmir_LOC108164616	Dpse_LOC6901982	XP_034671011.1	Dvir_XP_002057161.1	Dwil_XP_023035110.1
OG0004436	Adgf-D	Dmir_LOC108156832	Dpse_LOC4801298	XP_034661019.1	Dvir_XP_002058516.1	Dwil_XP_023036315.1
OG0004437	CG9372	Dmir_LOC108151211	Dpse_LOC4812396	XP_034656491.1	Dvir_XP_002047547.1	Dwil_XP_002065804.2
OG0004438	GstO3	Dmir_LOC108151108	Dpse_LOC6900705	XP_034658471.1	Dvir_XP_002046961.1	Dwil_XP_002068565.1
OG0004439	rtp	Dmir_LOC108155258	Dpse_LOC4802492	XP_034661707.1	Dvir_XP_002056577.1	Dwil_XP_002073773.1
OG0004440	CG11857	Dmir_LOC108154698	Dpse_LOC4802367	XP_034659898.1	Dvir_XP_002056760.2	Dwil_XP_002073867.1
OG0004441	Ubqn	Dmir_LOC108153481	Dpse_LOC4815354	XP_034662648.1	Dvir_XP_002058210.1	Dwil_XP_002071568.1
OG0004442	CG13842	Dmir_LOC108156202	Dpse_LOC4800941	XP_034662318.1	Dvir_XP_002054284.1	Dwil_XP_002069637.1
OG0004443	CG8142	Dmir_LOC108154846	Dpse_LOC4815383	XP_034672246.1	Dvir_XP_002053381.1	Dwil_XP_002071099.1
OG0004444	CG6472	Dmir_LOC108160744	Dpse_LOC4804181	XP_034650399.1	Dvir_XP_002048987.1	Dwil_XP_002063646.3
OG0004445	CG8405	Dmir_LOC108160090	Dpse_LOC4805355	XP_034650028.1	Dvir_XP_032291922.1	Dwil_XP_002075557.2
OG0004446	CG14958	Dmir_LOC108165292	Dpse_LOC4813041	XP_034655255.1	Dvir_XP_002051481.2	Dwil_XP_023033193.1
OG0004447	knrl	Dmir_LOC108153053	Dpse_LOC4812027	XP_034657709.1	Dvir_XP_002048097.1	Dwil_XP_023033196.1
OG0004448	Rev7	Dmir_LOC108155148	Dpse_LOC4802677	XP_034663355.1	Dvir_XP_002053653.1	Dwil_XP_002072082.1
OG0004449	mag	Dmir_LOC108153291	Dpse_LOC4812229	XP_034656842.1	Dvir_XP_002048113.1	Dwil_XP_002069024.1
OG0004450	CG43737	Dmir_LOC108164812	Dpse_LOC6901921	XP_034666637.1	Dvir_XP_002058062.3	Dwil_XP_023032782.1
OG0004451	CG13692	Dmir_LOC108161819	Dpse_LOC4817274	XP_034669783.1	Dvir_XP_002052832.1	Dwil_XP_002065451.1
OG0004452	jdp	Dmir_LOC108157099	Dpse_LOC4800371	XP_034660646.1	Dvir_XP_002054532.1	Dwil_XP_002073483.1
OG0004453	Ranbp16	Dmir_LOC117186181	Dpse_LOC6899649	XP_034668957.1	Dvir_XP_032289082.1	Dwil_XP_023032636.1
OG0004454	Pdp	Dmir_LOC108155647	Dpse_LOC4814840	XP_034671757.1	Dvir_XP_002058099.1	Dwil_XP_002071038.1
OG0004455	dpr15	Dmir_LOC108157746	Dpse_LOC4802600	XP_034663148.1	Dvir_XP_015025757.1	Dwil_XP_023034455.1
OG0004456	tral	Dmir_LOC108151369	Dpse_LOC6900482	XP_034657432.1	Dvir_XP_015030506.1	Dwil_XP_023032996.1
OG0004457	ND-13B	Dmir_LOC108153225	Dpse_LOC4812489	XP_034656447.1	Dvir_XP_002046278.1	Dwil_XP_002062180.1
OG0004458	Gabat	Dmir_LOC108153319	Dpse_LOC117184693	XP_034657205.1	Dvir_XP_002048010.2	Dwil_XP_002065822.2
OG0004459	RpLP0	Dmir_LOC108150996	Dpse_LOC4812415	XP_034656946.1	Dvir_XP_002047707.1	Dwil_XP_023033401.1
OG0004460	CG10132	Dmir_LOC108163776	Dpse_LOC4817871	XP_034666638.1	Dvir_XP_002057603.1	Dwil_XP_023031636.1
OG0004461	CG15025	Dmir_LOC108154980	Dpse_LOC4803263	XP_034660525.1	Dvir_XP_015027789.1	Dwil_XP_002072836.1
OG0004462	ELOVL	Dmir_LOC108157463	Dpse_LOC4802014	XP_034660972.1	Dvir_XP_015027552.1	Dwil_XP_023036598.1
OG0004463	l_2_05287	Dmir_LOC108161797	Dpse_LOC4818194	XP_034667011.1	Dvir_XP_002052045.1	Dwil_XP_002066882.1
OG0004464	p-cup	Dmir_LOC108165160	Dpse_LOC4815368	XP_034665610.1	Dvir_XP_002055314.1	Dwil_XP_002064042.2
OG0004465	Chrac-16	Dmir_LOC108152141	Dpse_LOC4814909	XP_034671646.1	Dvir_XP_002060134.3	Dwil_XP_002071622.1
OG0004466	grn	Dmir_LOC108156927	Dpse_LOC4801588	XP_034662360.1	Dvir_XP_032291625.1	Dwil_XP_002073935.3
OG0004467	Cbp53E	Dmir_LOC117187696	Dpse_LOC4804190	XP_034654056.1	Dvir_XP_032293010.1	Dwil_XP_023037627.1
OG0004468	CG1271	Dmir_LOC108151327	Dpse_LOC4812186	XP_034658612.1	Dvir_XP_002047752.2	Dwil_XP_002068986.2
OG0004469	TM9SF3	Dmir_LOC108150908	Dpse_LOC4812975	XP_034659024.1	Dvir_XP_002047393.1	Dwil_XP_002062013.1
OG0004470	fz3	Dmir_LOC108164584	Dpse_LOC4815504	XP_034664664.1	Dvir_XP_002054959.1	Dwil_XP_023030947.1
OG0004471	Srp9	Dmir_LOC108152334	Dpse_LOC4812140	XP_034656930.1	Dvir_XP_002048304.1	Dwil_XP_002068638.1
OG0004472	CG12783	Dmir_LOC108156438	Dpse_LOC4800794	XP_034664944.1	Dvir_XP_002059910.2	Dwil_XP_002072432.3
OG0004473	Obp50e	Dmir_LOC108158441	Dpse_LOC4803885	XP_034653025.1	Dvir_XP_032291710.1	Dwil_XP_023030552.1
OG0004474	cutlet	Dmir_LOC108162982	Dpse_LOC4817074	XP_034666321.1	Dvir_XP_002052515.1	Dwil_XP_002065474.1
OG0004475	Gale	Dmir_LOC108152026	Dpse_LOC4812247	XP_034655568.1	Dvir_XP_015030749.1	Dwil_XP_002062385.1
OG0004476	CG7650	Dmir_LOC108150879	Dpse_LOC4813533	XP_034668591.1	Dvir_XP_002048432.1	Dwil_XP_002065917.1
OG0004477	CG13123	Dmir_LOC108162254	Dpse_LOC4817311	XP_034669244.1	Dvir_XP_002051206.1	Dwil_XP_002067199.3
OG0004478	Ptp61F	Dmir_LOC108152104	Dpse_LOC4812118	XP_034656390.1	Dvir_XP_002046694.1	Dwil_XP_002062520.2
OG0004479	CG30100	Dmir_LOC108159153	Dpse_LOC4803810	XP_034654505.1	Dvir_XP_002050205.1	Dwil_XP_002061432.2
OG0004480	Dap160	Dmir_LOC108161796	Dpse_LOC4818191	XP_034668941.1	Dvir_XP_015024545.1	Dwil_XP_023033930.1
OG0004481	Alp11	Dmir_LOC117188943	Dpse_LOC4815514	XP_034671950.1	Dvir_XP_002055178.1	Dwil_XP_002071110.2
OG0004482	CG15628	Dmir_LOC108163172	Dpse_LOC6902910	XP_034667947.1	Dvir_XP_002051842.1	Dwil_XP_023032419.1
OG0004483	Pcp	Dmir_LOC108161419	Dpse_LOC4817814	XP_034666250.1	Dvir_XP_002051121.1	Dwil_XP_002065084.2
OG0004484	CG14420	Dmir_LOC108151936	Dpse_LOC6901280	XP_034655506.1	Dvir_XP_002058923.2	Dwil_XP_002070955.1
OG0004485	vito	Dmir_LOC108152117	Dpse_LOC4812766	XP_034657633.1	Dvir_XP_002047005.1	Dwil_XP_002062009.1
OG0004486	MESR3	Dmir_LOC108162697	Dpse_LOC4816888	XP_034666885.1	Dvir_XP_002052818.3	Dwil_XP_002064521.3
OG0004487	CG12512	Dmir_LOC108162311	Dpse_LOC6903573	XP_034669396.1	Dvir_XP_002052925.1	Dwil_XP_002064748.1
OG0004488	Rok	Dmir_LOC108159259	Dpse_LOC4815877	XP_034671497.1	Dvir_XP_032289261.1	Dwil_XP_002071291.2
OG0004489	noi	Dmir_LOC108155147	Dpse_LOC4802678	XP_034663344.1	Dvir_XP_002053652.1	Dwil_XP_002072081.1
OG0004490	schlank	Dmir_LOC108164752	Dpse_LOC4814776	XP_034671039.1	Dvir_XP_015025105.1	Dwil_XP_002071059.1
OG0004491	CG7131	Dmir_LOC108156491	Dpse_LOC4802853	XP_034660905.1	Dvir_XP_002054615.1	Dwil_XP_002072310.1
OG0004492	CG42688	Dmir_LOC108164010	Dpse_LOC6902738	XP_034668547.1	Dvir_XP_015028926.1	Dwil_XP_023031280.1
OG0004493	Daxx	Dmir_LOC108163295	Dpse_LOC6903405	XP_034666036.1	Dvir_XP_002057807.3	Dwil_XP_002069381.1
OG0004494	CG17598	Dmir_LOC108159486	Dpse_LOC4815455	XP_034668713.1	Dvir_XP_002055396.1	Dwil_XP_002071393.1
OG0004495	Pat1	Dmir_LOC108162857	Dpse_LOC4814586	XP_034660684.1	Dvir_XP_015025565.1	Dwil_XP_002075315.1
OG0004496	Pgam5-2	Dmir_LOC108158318	Dpse_LOC4805605	XP_034651106.1	Dvir_XP_002049468.2	Dwil_XP_002062881.1
OG0004497	CG15534	Dmir_LOC108157554	Dpse_LOC4800389	XP_034661713.1	Dvir_XP_002054518.1	Dwil_XP_002073467.1
OG0004498	CG12531	Dmir_LOC108165036	Dpse_LOC4815182	XP_034671923.1	Dvir_XP_032296330.1	Dwil_XP_002075309.1
OG0004499	CG42613	Dmir_LOC108157166	Dpse_LOC4801835	XP_034663722.1	Dvir_XP_032294925.1	Dwil_XP_023035442.1
OG0004500	pio	Dmir_LOC108159534	Dpse_LOC6898968	XP_034654199.1	Dvir_XP_002050360.1	Dwil_XP_023037635.1
OG0004501	Mtl	Dmir_LOC108156649	Dpse_LOC4800657	XP_034660173.1	Dvir_XP_002055991.1	Dwil_XP_002069887.1
OG0004502	Clp	Dmir_LOC108162775	Dpse_LOC4817272	XP_034667093.1	Dvir_XP_032294071.1	Dwil_XP_015033587.1
OG0004503	CG3335	Dmir_LOC108151122	Dpse_LOC6901858	XP_034661925.1	Dvir_XP_002056813.1	Dwil_XP_002067479.1
OG0004504	Nf-YB	Dmir_LOC108162516	Dpse_LOC4816206	XP_034669188.1	Dvir_XP_032293664.1	Dwil_XP_002064983.1
OG0004505	l_2_k09022	Dmir_LOC108161905	Dpse_LOC4816210	XP_034669898.1	Dvir_XP_002052497.1	Dwil_XP_002067026.1
OG0004506	SLC22A	Dmir_LOC108151643	Dpse_LOC4812903	XP_034657356.1	Dvir_XP_015031731.1	Dwil_XP_002068056.1
OG0004507	CG5958	Dmir_LOC108163187	Dpse_LOC4818098	XP_034668127.1	Dvir_XP_002052558.1	Dwil_XP_002066901.1
OG0004508	CG14455	Dmir_LOC108165355	Dpse_LOC4811933	XP_034659265.1	Dvir_XP_002047929.1	Dwil_XP_002062250.2
OG0004509	sNPF-R	Dmir_LOC108153550	Dpse_LOC4812785	XP_034657214.1	Dvir_XP_002048039.1	Dwil_XP_023037327.1
OG0004510	CG10362	Dmir_LOC108165037	Dpse_LOC4814848	XP_034670762.1	Dvir_XP_002055531.1	Dwil_XP_002061189.3
OG0004511	Ptp52F	Dmir_LOC108158817	Dpse_LOC4803870	XP_034651280.1	Dvir_XP_002049150.1	Dwil_XP_002063690.1
OG0004512	CG8833	Dmir_LOC108151234	Dpse_LOC4813037	XP_034658211.1	Dvir_XP_002048633.1	Dwil_XP_002068129.1
OG0004513	kni	Dmir_LOC108153420	Dpse_LOC4812075	XP_034657711.1	Dvir_XP_032290411.1	Dwil_XP_023033202.1
OG0004514	Ucp4A	Dmir_LOC108154862	Dpse_LOC4815253	XP_034672242.1	Dvir_XP_015024173.2	Dwil_XP_015033417.1
OG0004515	Glt	Dmir_LOC108162446	Dpse_LOC6902376	XP_034666975.1	Dvir_XP_002051603.1	Dwil_XP_002069430.1
OG0004516	CAH5	Dmir_LOC108154020	Dpse_LOC6896883	XP_034661181.1	Dvir_XP_002052980.2	Dwil_XP_023034361.1
OG0004517	Syt1	Dmir_LOC108163833	Dpse_LOC4816515	XP_034666143.1	Dvir_XP_002052182.1	Dwil_XP_002066346.1
OG0004518	chinmo	Dmir_LOC108163593	Dpse_LOC4817786	XP_034668252.1	Dvir_XP_002051734.2	Dwil_XP_002064945.2
OG0004519	cmb	Dmir_LOC108151362	Dpse_LOC4812345	XP_034659500.1	Dvir_XP_032290766.1	Dwil_XP_015034558.2
OG0004520	CG42553	Dmir_LOC108153399	Dpse_LOC4812977	XP_034658833.1	Dvir_XP_002047086.1	Dwil_XP_002068003.1
OG0004521	CG18641	Dmir_LOC108164237	Dpse_LOC4816626	XP_034667317.1	Dvir_XP_032294354.1	Dwil_XP_023031306.1
OG0004522	CG9294	Dmir_LOC108158016	Dpse_LOC4805251	XP_034654853.1	Dvir_XP_002049734.1	Dwil_XP_002063926.1
OG0004523	2mit	Dmir_LOC108156185	Dpse_LOC4801394	XP_034660739.1	Dvir_XP_032289420.1	Dwil_XP_023035403.1
OG0004524	Top2	Dmir_LOC108162643	Dpse_LOC4816595	XP_034670081.1	Dvir_XP_002057442.1	Dwil_XP_002067059.1
OG0004525	halo	Dmir_LOC108161547	Dpse_LOC4817641	XP_034667735.1	Dvir_XP_002051725.1	Dwil_XP_002064938.1
OG0004526	ppk16	Dmir_LOC108162247	Dpse_LOC6902784	XP_034666266.1	Dvir_XP_032293688.1	Dwil_XP_002067107.1
OG0004527	MAGE	Dmir_LOC108155743	Dpse_LOC4802927	XP_034662064.1	Dvir_XP_002054658.1	Dwil_XP_002074216.1
OG0004528	CG6765	Dmir_LOC108151103	Dpse_LOC6900704	XP_034658454.1	Dvir_XP_032290306.1	Dwil_XP_023033363.1
OG0004529	natalisin	Dmir_LOC108155216	Dpse_LOC4801953	XP_034663893.1	Dvir_XP_032294786.1	Dwil_XP_002070599.2
OG0004530	CG42361	Dmir_LOC117185813, Dmir_LOC117185869	Dpse_LOC6898966	XP_034653876.1		Dwil_XP_002063388.1
OG0004531	CG2656	Dmir_LOC108155742	Dpse_LOC4802923	XP_034660820.1	Dvir_XP_002054655.2	Dwil_XP_002074213.1
